0,1647439561.0012841,1,1,5279051852,0,39415672,9281450599,2181043,0,787650,0,0,0
1,1647439561.001767,2,1,5441089710,0,27666246,9118151156,1654904,0,837900,0,0,0
2,1647439561.001913,3,1,5272279622,0,40671839,9272702266,2227765,0,1041778,0,0,0
3,1647439561.0019379,4,1,4859543542,0,172382847,9552860257,4024318,0,968727,0,0,0
4,1647439562.00142,1,1,5279051853,0,39415672,9281457799,2181043,0,787650,0,0,0
5,1647439562.001972,2,1,5441089710,0,27666246,9118158357,1654904,0,837901,0,0,0
6,1647439562.002056,3,1,5272279623,0,40671841,9272709436,2227793,0,1041778,0,0,0
7,1647439562.0021088,4,1,4859543542,0,172382847,9552867457,4024318,0,968727,0,0,0
8,1647439563.0012548,3,1,5272279624,0,40671842,9272716601,2227817,0,1041778,0,0,0
9,1647439563.001274,4,1,4859543542,0,172382847,9552874649,4024318,0,968728,0,0,0
10,1647439563.0016398,1,1,5279051853,0,39415672,9281464998,2181043,0,787650,0,0,0
11,1647439563.002162,2,1,5441089711,0,27666247,9118165556,1654904,0,837901,0,0,0
12,1647439564.001319,2,1,5441089711,0,27666247,9118172747,1654904,0,837901,0,0,0
13,1647439564.001454,4,1,4859543543,0,172382848,9552881847,4024318,0,968728,0,0,0
14,1647439564.0014699,3,1,5272279627,0,40671844,9272723776,2227836,0,1041778,0,0,0
15,1647439564.001763,1,1,5279051854,0,39415673,9281472197,2181043,0,787650,0,0,0
16,1647439565.001638,2,1,5441089712,0,27666247,9118179946,1654904,0,837901,0,0,0
17,1647439565.001651,4,1,4859543543,0,172382848,9552889047,4024318,0,968728,0,0,0
18,1647439565.001653,3,1,5272279628,0,40671845,9272730953,2227855,0,1041778,0,0,0
19,1647439565.001916,1,1,5279051854,0,39415674,9281479396,2181043,0,787650,0,0,0
20,1647439566.001795,2,1,5441089712,0,27666247,9118187146,1654904,0,837901,0,0,0
21,1647439566.001827,3,1,5272279628,0,40671846,9272738129,2227877,0,1041778,0,0,0
22,1647439566.001848,4,1,4859543543,0,172382848,9552896245,4024318,0,968728,0,0,0
23,1647439566.002113,1,1,5279051855,0,39415674,9281486595,2181043,0,787651,0,0,0
24,1647439567.001295,1,1,5279051855,0,39415674,9281493788,2181043,0,787651,0,0,0
25,1647439567.002006,4,1,4859543543,0,172382848,9552903445,4024318,0,968728,0,0,0
26,1647439567.002052,3,1,5272279629,0,40671847,9272745316,2227888,0,1041779,0,0,0
27,1647439567.002151,2,1,5441089713,0,27666248,9118194345,1654904,0,837902,0,0,0
28,1647439568.001151,4,1,4859543544,0,172382848,9552910637,4024318,0,968729,0,0,0
29,1647439568.00123,3,1,5272279630,0,40671848,9272752487,2227906,0,1041779,0,0,0
30,1647439568.001348,2,1,5441089713,0,27666248,9118201538,1654904,0,837902,0,0,0
31,1647439568.0014179,1,1,5279051855,0,39415674,9281500987,2181043,0,787651,0,0,0
32,1647439569.0014122,3,1,5272279631,0,40671850,9272759655,2227934,0,1041779,0,0,0
33,1647439569.0014899,4,1,4859543544,0,172382848,9552917836,4024318,0,968729,0,0,0
34,1647439569.0016,1,1,5279051856,0,39415675,9281508186,2181043,0,787651,0,0,0
35,1647439569.0016818,2,1,5441089713,0,27666248,9118208738,1654904,0,837902,0,0,0
36,1647439570.001587,3,1,5272279632,0,40671851,9272766829,2227959,0,1041779,0,0,0
37,1647439570.001678,4,1,4859543544,0,172382849,9552925037,4024318,0,968729,0,0,0
38,1647439570.001745,1,1,5279051856,0,39415675,9281515386,2181043,0,787651,0,0,0
39,1647439570.0018592,2,1,5441089713,0,27666248,9118215938,1654904,0,837902,0,0,0
40,1647439571.001882,3,1,5272279638,0,40671855,9272774016,2227960,0,1041779,0,0,0
41,1647439571.0019178,4,1,4859543545,0,172382849,9552932236,4024318,0,968729,0,0,0
42,1647439571.001927,1,1,5279051856,0,39415675,9281522585,2181043,0,787651,0,0,0
43,1647439571.0021179,2,1,5441089714,0,27666249,9118223138,1654904,0,837902,0,0,0
44,1647439572.001377,2,1,5441089714,0,27666249,9118230330,1654904,0,837903,0,0,0
45,1647439572.0020769,4,1,4859543545,0,172382849,9552939435,4024318,0,968729,0,0,0
46,1647439572.002083,3,1,5272279638,0,40671857,9272781213,2227960,0,1041779,0,0,0
47,1647439572.002128,1,1,5279051857,0,39415675,9281529784,2181043,0,787652,0,0,0
48,1647439573.00123,4,1,4859543545,0,172382849,9552946627,4024318,0,968730,0,0,0
49,1647439573.0012631,1,1,5279051857,0,39415676,9281536976,2181043,0,787652,0,0,0
50,1647439573.001306,3,1,5272279639,0,40671859,9272788403,2227960,0,1041780,0,0,0
51,1647439573.0015411,2,1,5441089714,0,27666249,9118237530,1654904,0,837903,0,0,0
52,1647439574.001386,1,1,5279051857,0,39415676,9281544174,2181043,0,787652,0,0,0
53,1647439574.001405,4,1,4859543545,0,172382850,9552953826,4024318,0,968730,0,0,0
54,1647439574.001458,3,1,5272279640,0,40671860,9272795600,2227960,0,1041780,0,0,0
55,1647439574.0018728,2,1,5441089714,0,27666250,9118244729,1654904,0,837903,0,0,0
56,1647439575.001559,1,1,5279051857,0,39415677,9281551373,2181043,0,787652,0,0,0
57,1647439575.0015821,4,1,4859543545,0,172382850,9552961024,4024318,0,968731,0,0,0
58,1647439575.001645,3,1,5272279641,0,40671861,9272802795,2227960,0,1041781,0,0,0
59,1647439575.002082,2,1,5441089714,0,27666250,9118251928,1654904,0,837903,0,0,0
60,1647439576.0014012,2,1,5441089714,0,27666251,9118259119,1654904,0,837904,0,0,0
61,1647439576.001707,1,1,5279051857,0,39415677,9281558572,2181043,0,787653,0,0,0
62,1647439576.0017421,4,1,4859543546,0,172382850,9552968222,4024318,0,968731,0,0,0
63,1647439576.001888,3,1,5272279643,0,40671863,9272809985,2227960,0,1041782,0,0,0
64,1647439577.0016341,2,1,5441089714,0,27666251,9118266319,1654904,0,837905,0,0,0
65,1647439577.001847,1,1,5279051858,0,39415677,9281565771,2181043,0,787653,0,0,0
66,1647439577.0019178,4,1,4859543546,0,172382851,9552975421,4024318,0,968731,0,0,0
67,1647439577.002062,3,1,5272279654,0,40671873,9272817160,2227960,0,1041783,0,0,0
68,1647439578.001268,3,1,5272279671,0,40671886,9272824317,2227960,0,1041784,0,0,0
69,1647439578.001822,2,1,5441089715,0,27666251,9118273519,1654904,0,837905,0,0,0
70,1647439578.002007,1,1,5279051858,0,39415678,9281572971,2181043,0,787654,0,0,0
71,1647439578.002101,4,1,4859543546,0,172382851,9552982620,4024318,0,968731,0,0,0
72,1647439579.001118,1,1,5279051858,0,39415678,9281580163,2181043,0,787654,0,0,0
73,1647439579.0012531,4,1,4859543546,0,172382852,9552989812,4024318,0,968732,0,0,0
74,1647439579.001431,3,1,5272279686,0,40671898,9272831486,2227960,0,1041784,0,0,0
75,1647439579.002026,2,1,5441089715,0,27666252,9118280718,1654904,0,837905,0,0,0
76,1647439580.001205,2,1,5441089715,0,27666252,9118287909,1654904,0,837905,0,0,0
77,1647439580.0012522,1,1,5279051858,0,39415678,9281587361,2181043,0,787654,0,0,0
78,1647439580.001398,4,1,4859543546,0,172382852,9552997011,4024318,0,968732,0,0,0
79,1647439580.001678,3,1,5272279701,0,40671909,9272838655,2227960,0,1041785,0,0,0
80,1647439581.001456,1,1,5279051858,0,39415679,9281594560,2181043,0,787655,0,0,0
81,1647439581.001593,2,1,5441089715,0,27666252,9118295109,1654904,0,837906,0,0,0
82,1647439581.0016909,4,1,4859543547,0,172382852,9553004210,4024318,0,968732,0,0,0
83,1647439581.001956,3,1,5272279714,0,40671918,9272845829,2227960,0,1041786,0,0,0
84,1647439582.001626,1,1,5279051858,0,39415679,9281601760,2181043,0,787655,0,0,0
85,1647439582.001777,2,1,5441089715,0,27666252,9118302308,1654904,0,837906,0,0,0
86,1647439582.0018601,4,1,4859543547,0,172382852,9553011409,4024318,0,968733,0,0,0
87,1647439582.0021288,3,1,5272279729,0,40671929,9272853000,2227960,0,1041787,0,0,0
88,1647439583.001326,3,1,5272279740,0,40671941,9272860165,2227960,0,1041787,0,0,0
89,1647439583.00178,1,1,5279051859,0,39415679,9281608959,2181043,0,787655,0,0,0
90,1647439583.001986,2,1,5441089715,0,27666252,9118309508,1654904,0,837906,0,0,0
91,1647439583.002045,4,1,4859543547,0,172382853,9553018608,4024318,0,968733,0,0,0
92,1647439584.001388,4,1,4859543547,0,172382853,9553025800,4024318,0,968733,0,0,0
93,1647439584.0014741,3,1,5272279756,0,40671953,9272867334,2227960,0,1041787,0,0,0
94,1647439584.001931,1,1,5279051859,0,39415679,9281616159,2181043,0,787655,0,0,0
95,1647439584.002315,2,1,5441089715,0,27666253,9118316707,1654904,0,837907,0,0,0
96,1647439585.001484,2,1,5441089715,0,27666253,9118323900,1654904,0,837907,0,0,0
97,1647439585.001709,3,1,5272279773,0,40671962,9272874478,2227986,0,1041788,0,0,0
98,1647439585.001753,4,1,4859543547,0,172382853,9553033000,4024318,0,968733,0,0,0
99,1647439585.00212,1,1,5279051859,0,39415679,9281623358,2181043,0,787656,0,0,0
100,1647439586.001229,1,1,5279051859,0,39415680,9281630550,2181043,0,787656,0,0,0
101,1647439586.001642,2,1,5441089716,0,27666253,9118331099,1654904,0,837907,0,0,0
